<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01/04/21;09:35:00,719.4600000,728.2500000,717.2900000,728.2500000,37290
01/04/21;09:40:00,727.6500000,730.8800000,726.3600000,728.0000000,31059
01/04/21;09:45:00,728.4100000,742.8500000,728.1800000,742.4000000,44956
01/04/21;09:50:00,742.4600000,743.6200000,739.7600000,740.0300000,27251
01/04/21;09:55:00,740.3700000,741.5600000,735.9100000,737.6900000,22765
01/04/21;10:00:00,737.7000000,741.0000000,737.0000000,737.0000000,9703
01/04/21;10:05:00,738.8500000,739.0500000,736.1800000,738.3000000,16369
01/04/21;10:10:00,738.0000000,739.4900000,734.4100000,735.4100000,17772
01/04/21;10:15:00,735.7300000,738.5000000,733.8500000,738.2600000,7739
01/04/21;10:20:00,738.5500000,741.3800000,738.0000000,740.0000000,13472
01/04/21;10:25:00,739.4200000,743.0000000,739.3600000,741.8100000,45566
01/04/21;10:30:00,742.3300000,742.5100000,738.9500000,740.1500000,6928
01/04/21;10:35:00,740.4700000,744.3300000,739.7000000,741.9500000,19279
01/04/21;10:40:00,741.7000000,742.0100000,739.5900000,740.2200000,11320
01/04/21;10:45:00,740.4500000,743.0000000,738.6300000,740.7800000,12817
01/04/21;10:50:00,741.0000000,741.0000000,736.2500000,736.7200000,13354
01/04/21;10:55:00,736.8500000,738.0600000,735.7500000,736.8000000,14243
01/04/21;11:00:00,737.0800000,738.4800000,730.5600000,731.6100000,24399
01/04/21;11:05:00,731.2200000,733.8300000,728.4400000,728.5000000,23764
01/04/21;11:10:00,728.9700000,732.6100000,728.9300000,732.2400000,9641
01/04/21;11:15:00,731.6200000,732.0000000,728.7500000,729.2200000,6349
01/04/21;11:20:00,729.9700000,731.3300000,728.6000000,730.4700000,7783
01/04/21;11:25:00,731.0000000,734.8800000,731.0000000,733.2900000,7975
01/04/21;11:30:00,733.4500000,736.8200000,733.0000000,735.5700000,7864
01/04/21;11:35:00,735.4500000,735.4900000,732.4000000,733.0000000,6491
01/04/21;11:40:00,734.0400000,734.5000000,732.1600000,734.5000000,5519
01/04/21;11:45:00,733.6600000,734.0000000,732.7700000,733.1700000,1649
01/04/21;11:50:00,732.8300000,733.6200000,732.3100000,733.2500000,4340
01/04/21;11:55:00,733.6000000,734.3500000,729.7400000,730.0400000,7314
01/04/21;12:00:00,729.8050000,732.9500000,729.5400000,731.3000000,4836
01/04/21;12:05:00,731.1500000,732.2200000,727.0000000,727.4100000,8051
01/04/21;12:10:00,728.0500000,729.2000000,724.9600000,724.9600000,8349
01/04/21;12:15:00,725.4800000,725.4800000,720.3000000,721.5000000,21812
01/04/21;12:20:00,721.3000000,723.6100000,719.9900000,720.3600000,21259
01/04/21;12:25:00,720.1100000,724.8100000,718.0500000,724.3000000,13890
01/04/21;12:30:00,723.9600000,725.8100000,723.0000000,723.5300000,7163
01/04/21;12:35:00,723.5000000,725.0600000,722.0000000,723.7600000,3880
01/04/21;12:40:00,724.5500000,725.5700000,722.9400000,722.9400000,3464
01/04/21;12:45:00,722.6900000,722.7400000,721.8000000,722.0800000,1600
01/04/21;12:50:00,722.4600000,722.4600000,719.9500000,721.3400000,7329
01/04/21;12:55:00,721.3100000,722.9400000,721.1200000,722.9000000,5399
01/04/21;13:00:00,723.0200000,724.9700000,723.0200000,724.0700000,5032
01/04/21;13:05:00,723.4400000,727.6000000,723.4400000,726.9400000,8539
01/04/21;13:10:00,727.0800000,727.0800000,725.1100000,726.1900000,4096
01/04/21;13:15:00,726.6100000,727.1700000,725.8700000,726.1300000,2404
01/04/21;13:20:00,725.9500000,730.7600000,725.9500000,729.8400000,11033
01/04/21;13:25:00,729.6400000,731.2200000,729.2400000,730.6650000,6504
01/04/21;13:30:00,731.4100000,731.8900000,729.8700000,731.1100000,5497
01/04/21;13:35:00,731.4300000,731.4300000,728.7600000,729.1600000,3642
01/04/21;13:40:00,729.0200000,732.5500000,729.0200000,732.4000000,5324
01/04/21;13:45:00,732.2400000,734.7000000,732.0000000,733.8700000,8631
01/04/21;13:50:00,734.4500000,735.7300000,733.2100000,735.4800000,11690
01/04/21;13:55:00,735.4400000,736.1900000,735.1600000,736.0000000,4490
01/04/21;14:00:00,735.8800000,735.8800000,732.8500000,733.1400000,7598
01/04/21;14:05:00,733.7000000,733.9800000,732.3600000,733.1100000,2765
01/04/21;14:10:00,733.3000000,733.4800000,729.2900000,729.2900000,6587
01/04/21;14:15:00,730.0400000,731.5600000,729.5100000,731.5600000,1931
01/04/21;14:20:00,731.0900000,731.0900000,728.5000000,729.0500000,3369
01/04/21;14:25:00,728.9800000,730.0000000,728.0600000,729.9550000,4173
01/04/21;14:30:00,728.4300000,728.9500000,726.3400000,727.1400000,4416
01/04/21;14:35:00,726.5200000,728.2000000,726.3500000,726.9200000,1941
01/04/21;14:40:00,727.0000000,729.7400000,726.6600000,728.9800000,4243
01/04/21;14:45:00,729.2100000,729.2100000,727.4100000,728.7100000,4353
01/04/21;14:50:00,728.5000000,728.5000000,725.8000000,725.8000000,1353
01/04/21;14:55:00,725.9900000,726.9000000,724.5500000,726.0000000,5402
01/04/21;15:00:00,726.0500000,730.6900000,725.8700000,730.0500000,8711
01/04/21;15:05:00,730.7000000,730.7000000,726.8400000,726.8400000,2431
01/04/21;15:10:00,728.2300000,730.8300000,728.2300000,729.3400000,4161
01/04/21;15:15:00,729.6000000,730.8850000,728.5200000,730.5800000,2638
01/04/21;15:20:00,730.5900000,732.4300000,729.9100000,729.9100000,5309
01/04/21;15:25:00,730.0600000,731.0500000,729.7200000,729.8700000,5114
01/04/21;15:30:00,730.2700000,731.2600000,730.2700000,730.9500000,2783
01/04/21;15:35:00,730.5100000,730.9700000,729.5000000,730.7800000,4997
01/04/21;15:40:00,731.0000000,732.6000000,730.8200000,732.0500000,6065
01/04/21;15:45:00,731.6900000,731.7700000,729.4900000,729.9800000,6373
01/04/21;15:50:00,730.0000000,730.4700000,729.9400000,730.1200000,6233
01/04/21;15:55:00,729.8600000,731.2900000,728.2500000,729.0900000,14652
01/04/21;16:00:00,729.6800000,730.1000000,729.1800000,729.5900000,10660
01/05/21;09:35:00,723.2700000,727.0000000,719.2900000,723.5300000,27641
01/05/21;09:40:00,724.3700000,728.1800000,723.0000000,725.4700000,9293
01/05/21;09:45:00,724.7000000,726.7500000,721.5700000,723.2600000,18486
01/05/21;09:50:00,723.8000000,728.1500000,722.4100000,727.0000000,8776
01/05/21;09:55:00,727.1500000,727.3800000,723.3500000,725.0000000,10053
01/05/21;10:00:00,725.1100000,727.0000000,722.0000000,722.0000000,19855
01/05/21;10:05:00,721.9300000,725.0000000,720.4800000,724.5100000,13805
01/05/21;10:10:00,724.5700000,727.5400000,724.3900000,726.5400000,10503
01/05/21;10:15:00,726.8600000,727.4000000,723.8400000,727.1500000,6244
01/05/21;10:20:00,727.7000000,734.7600000,727.7000000,733.9600000,16076
01/05/21;10:25:00,733.8600000,735.5000000,732.5500000,735.0000000,17555
01/05/21;10:30:00,735.3700000,735.3700000,731.6900000,732.0000000,7599
01/05/21;10:35:00,731.7000000,733.1800000,730.7600000,732.0000000,5491
01/05/21;10:40:00,731.8100000,734.2300000,731.8100000,733.0700000,5061
01/05/21;10:45:00,733.1000000,734.3700000,732.6000000,732.6100000,6205
01/05/21;10:50:00,732.6000000,734.1500000,731.7400000,734.1500000,6279
01/05/21;10:55:00,734.4300000,738.2200000,734.4300000,737.3900000,15096
01/05/21;11:00:00,736.3400000,736.8100000,734.4300000,734.5000000,5557
01/05/21;11:05:00,735.1400000,736.6600000,734.9300000,736.0100000,5194
01/05/21;11:10:00,736.2700000,737.2400000,735.1200000,735.6100000,4430
01/05/21;11:15:00,735.6500000,738.8700000,735.6500000,736.2000000,9490
01/05/21;11:20:00,736.5500000,736.5500000,733.5000000,736.0900000,6015
01/05/21;11:25:00,735.9400000,736.5800000,735.1300000,735.9200000,4315
01/05/21;11:30:00,735.7300000,738.7100000,735.7300000,738.5200000,5507
01/05/21;11:35:00,738.8000000,740.6300000,738.8000000,740.1700000,22325
01/05/21;11:40:00,739.3700000,740.0000000,737.8000000,738.0300000,5128
01/05/21;11:45:00,737.6900000,739.1100000,737.0000000,738.0000000,3734
01/05/21;11:50:00,738.3000000,740.0100000,737.3800000,737.8000000,5570
01/05/21;11:55:00,737.9000000,738.1800000,736.3900000,737.7300000,4497
01/05/21;12:00:00,737.4000000,737.7900000,737.0000000,737.2000000,3379
01/05/21;12:05:00,737.4100000,737.4100000,736.2500000,736.9700000,2626
01/05/21;12:10:00,736.9500000,736.9500000,735.3900000,735.7000000,5756
01/05/21;12:15:00,736.3000000,736.4700000,733.6100000,734.3200000,6785
01/05/21;12:20:00,734.4500000,737.0600000,734.3200000,735.9000000,4627
01/05/21;12:25:00,736.2300000,737.0000000,735.6000000,737.0000000,4408
01/05/21;12:30:00,736.6700000,737.6000000,736.4600000,737.6000000,4450
01/05/21;12:35:00,737.7600000,737.7600000,736.5100000,736.5600000,3605
01/05/21;12:40:00,736.5200000,736.7500000,735.6700000,736.2500000,1420
01/05/21;12:45:00,736.8300000,737.3900000,736.1100000,736.2500000,3512
01/05/21;12:50:00,736.7100000,737.2500000,735.6800000,736.2200000,3504
01/05/21;12:55:00,736.2200000,736.8300000,735.2000000,735.4200000,3536
01/05/21;13:00:00,735.7900000,738.1900000,735.7900000,738.1300000,7015
01/05/21;13:05:00,738.4100000,738.5200000,737.4000000,737.7500000,3616
01/05/21;13:10:00,737.7000000,738.5700000,737.3000000,738.5700000,1710
01/05/21;13:15:00,738.6300000,739.4000000,737.4000000,737.4000000,7091
01/05/21;13:20:00,737.4500000,739.7700000,737.3700000,739.6300000,4768
01/05/21;13:25:00,739.2100000,740.0000000,738.5400000,739.2900000,8595
01/05/21;13:30:00,739.4000000,740.5500000,738.5100000,738.8600000,12753
01/05/21;13:35:00,738.8300000,739.6800000,738.8300000,739.4600000,1314
01/05/21;13:40:00,738.9000000,739.4800000,738.7400000,739.3300000,1804
01/05/21;13:45:00,739.4500000,739.9000000,739.2100000,739.7500000,2720
01/05/21;13:50:00,739.9500000,740.5000000,738.5000000,738.9000000,6832
01/05/21;13:55:00,739.3000000,739.3000000,738.1700000,738.4000000,700
01/05/21;14:00:00,738.9900000,739.3500000,738.6500000,738.6500000,1914
01/05/21;14:05:00,739.0000000,739.1000000,738.0600000,738.3500000,2848
01/05/21;14:10:00,738.4400000,739.5000000,738.4400000,739.4900000,1921
01/05/21;14:15:00,739.3000000,739.4500000,737.5300000,737.5300000,5166
01/05/21;14:20:00,738.2500000,738.2500000,737.0000000,737.7300000,2341
01/05/21;14:25:00,737.7500000,738.5800000,737.7500000,738.0700000,5114
01/05/21;14:30:00,738.5000000,738.6200000,738.4300000,738.4300000,1015
01/05/21;14:35:00,738.4300000,739.0000000,737.4300000,737.7300000,2751
01/05/21;14:40:00,738.0000000,738.0800000,737.5000000,737.5000000,534
01/05/21;14:45:00,737.3400000,738.1400000,737.3400000,738.1400000,2387
01/05/21;14:50:00,738.3200000,739.1600000,737.7700000,737.8100000,2180
01/05/21;14:55:00,737.8300000,737.8300000,735.2500000,735.6800000,7595
01/05/21;15:00:00,735.9600000,736.4800000,735.3900000,735.7500000,4264
01/05/21;15:05:00,736.1400000,736.5000000,733.7200000,734.9800000,7316
01/05/21;15:10:00,735.1100000,735.2900000,734.7100000,735.0500000,849
01/05/21;15:15:00,734.9000000,735.9100000,734.8500000,735.9100000,3280
01/05/21;15:20:00,735.9900000,736.0200000,735.4500000,735.5750000,1548
01/05/21;15:25:00,735.5400000,736.0000000,734.5900000,735.2400000,2310
01/05/21;15:30:00,735.1400000,736.1000000,735.1400000,736.0300000,3580
01/05/21;15:35:00,735.8900000,736.7300000,735.7600000,736.1200000,5400
01/05/21;15:40:00,736.1300000,736.1900000,733.2600000,733.3950000,3971
01/05/21;15:45:00,733.0000000,734.0000000,732.1000000,733.7100000,5449
01/05/21;15:50:00,733.9500000,733.9500000,731.4400000,731.6300000,9634
01/05/21;15:55:00,731.9800000,732.8800000,731.5100000,732.8800000,9440
01/05/21;16:00:00,732.9700000,735.4900000,732.7400000,735.4900000,11387
01/06/21;09:35:00,758.0900000,761.3350000,752.0000000,753.4000000,44071
01/06/21;09:40:00,753.3600000,760.0300000,752.0100000,758.2800000,22444
01/06/21;09:45:00,757.9700000,760.0000000,755.5000000,757.1100000,12334
01/06/21;09:50:00,756.0000000,758.5400000,755.5600000,757.5100000,6357
01/06/21;09:55:00,756.9000000,756.9000000,752.5400000,754.4400000,23582
01/06/21;10:00:00,755.0000000,755.0200000,750.2800000,751.0000000,19147
01/06/21;10:05:00,751.3000000,757.1200000,749.6600000,755.8600000,21735
01/06/21;10:10:00,755.1100000,760.2650000,754.9900000,759.8000000,18450
01/06/21;10:15:00,760.0700000,760.0700000,757.4500000,757.5500000,18369
01/06/21;10:20:00,758.5000000,758.5100000,757.1000000,757.5000000,9326
01/06/21;10:25:00,757.7100000,758.5800000,756.7400000,757.2000000,16786
01/06/21;10:30:00,757.6800000,758.3150000,757.0000000,757.0000000,6617
01/06/21;10:35:00,757.2000000,757.4600000,755.7100000,757.1700000,5369
01/06/21;10:40:00,757.3900000,762.0000000,757.3900000,761.6800000,19385
01/06/21;10:45:00,761.8400000,763.1800000,760.4500000,760.4500000,37859
01/06/21;10:50:00,760.9000000,761.0000000,759.6100000,760.4200000,11988
01/06/21;10:55:00,760.2600000,762.5700000,759.7000000,761.9400000,8767
01/06/21;11:00:00,763.0000000,763.6500000,760.5000000,763.6200000,10657
01/06/21;11:05:00,763.1200000,765.3300000,763.1200000,764.8200000,34658
01/06/21;11:10:00,764.9800000,769.0000000,764.6300000,768.9600000,28884
01/06/21;11:15:00,769.0000000,769.1300000,767.2100000,767.9700000,13231
01/06/21;11:20:00,767.4500000,769.1300000,766.7700000,768.3300000,8230
01/06/21;11:25:00,768.8500000,769.7100000,767.5400000,769.2600000,8578
01/06/21;11:30:00,769.4000000,769.8900000,768.5400000,769.5000000,6119
01/06/21;11:35:00,769.5000000,772.5900000,768.7000000,772.0000000,15758
01/06/21;11:40:00,771.9000000,772.1600000,769.6800000,770.3200000,9882
01/06/21;11:45:00,770.8950000,771.1900000,769.5000000,771.1900000,7417
01/06/21;11:50:00,770.4400000,771.8100000,769.7500000,771.5000000,4561
01/06/21;11:55:00,771.5500000,772.2800000,768.5500000,768.5500000,6310
01/06/21;12:00:00,768.5500000,771.3100000,768.5500000,770.9900000,6580
01/06/21;12:05:00,771.3700000,773.5500000,771.3700000,772.0000000,10919
01/06/21;12:10:00,771.9300000,773.2200000,770.9400000,773.2200000,9637
01/06/21;12:15:00,773.0300000,773.0900000,772.0500000,773.0900000,2653
01/06/21;12:20:00,771.8800000,772.0000000,771.0400000,772.0000000,2280
01/06/21;12:25:00,772.1000000,773.2200000,771.7500000,772.6800000,3543
01/06/21;12:30:00,772.2500000,772.2500000,770.5100000,771.1500000,5278
01/06/21;12:35:00,771.1300000,771.1300000,769.5900000,770.6400000,3947
01/06/21;12:40:00,770.5600000,770.5600000,769.2000000,769.2000000,3860
01/06/21;12:45:00,769.3400000,771.6600000,768.3500000,771.2200000,4990
01/06/21;12:50:00,771.4000000,772.0000000,771.0700000,772.0000000,5675
01/06/21;12:55:00,772.0000000,772.4400000,771.3900000,771.6500000,6379
01/06/21;13:00:00,771.8300000,771.9900000,771.4600000,771.4600000,1556
01/06/21;13:05:00,771.2100000,771.3200000,769.8200000,769.8200000,3698
01/06/21;13:10:00,770.1800000,770.2000000,769.5300000,769.6800000,3324
01/06/21;13:15:00,770.0000000,770.7300000,768.7400000,769.6800000,6301
01/06/21;13:20:00,769.8600000,770.0000000,768.5800000,769.0900000,2618
01/06/21;13:25:00,769.3900000,770.4200000,769.1700000,770.1100000,3446
01/06/21;13:30:00,770.1100000,770.2300000,769.5000000,769.5300000,3942
01/06/21;13:35:00,769.9000000,770.5000000,769.3300000,770.3000000,3430
01/06/21;13:40:00,770.2800000,770.3400000,769.8000000,770.0000000,1169
01/06/21;13:45:00,769.9500000,771.7600000,769.5800000,771.5800000,6624
01/06/21;13:50:00,771.3400000,771.3400000,770.6700000,770.8300000,3656
01/06/21;13:55:00,771.0000000,771.2000000,770.4000000,771.0000000,2880
01/06/21;14:00:00,771.0600000,772.0750000,771.0600000,771.7300000,3634
01/06/21;14:05:00,771.8200000,772.0750000,771.8000000,771.8000000,7131
01/06/21;14:10:00,772.2000000,774.0000000,772.1800000,773.0700000,10593
01/06/21;14:15:00,773.0300000,773.2200000,772.0000000,772.3800000,5318
01/06/21;14:20:00,772.3400000,772.5400000,769.0000000,769.4100000,6997
01/06/21;14:25:00,769.4000000,770.6300000,767.4800000,768.4000000,9628
01/06/21;14:30:00,768.3000000,768.3000000,764.5800000,764.6300000,13298
01/06/21;14:35:00,764.2500000,767.8600000,763.2800000,766.4700000,14945
01/06/21;14:40:00,765.5900000,766.3050000,759.0000000,760.7500000,14613
01/06/21;14:45:00,760.2700000,762.1300000,758.0000000,759.2400000,20720
01/06/21;14:50:00,758.5900000,760.5600000,750.0000000,750.7000000,23747
01/06/21;14:55:00,751.8100000,759.2500000,751.8100000,758.9300000,19277
01/06/21;15:00:00,760.0000000,763.5700000,759.8900000,762.0000000,9797
01/06/21;15:05:00,760.5700000,762.3100000,754.9800000,756.0000000,7856
01/06/21;15:10:00,758.2300000,760.8050000,754.7900000,757.4800000,21890
01/06/21;15:15:00,758.0900000,762.0000000,757.8700000,759.8800000,10092
01/06/21;15:20:00,761.0000000,762.3600000,760.0000000,761.9000000,6594
01/06/21;15:25:00,761.9700000,761.9700000,757.5000000,757.5000000,10073
01/06/21;15:30:00,757.1100000,760.0000000,757.0000000,759.2400000,3323
01/06/21;15:35:00,758.6200000,759.3300000,756.4000000,758.2600000,7955
01/06/21;15:40:00,758.1900000,759.1800000,757.2600000,758.0400000,2762
01/06/21;15:45:00,757.6400000,761.7400000,757.1900000,761.2700000,7778
01/06/21;15:50:00,761.4600000,761.6100000,758.9400000,759.7350000,6792
01/06/21;15:55:00,759.1000000,759.1000000,755.5700000,756.8400000,15482
01/06/21;16:00:00,756.2600000,757.7300000,755.0800000,756.0000000,11976
01/07/21;09:35:00,777.9400000,779.8900000,775.4400000,778.9200000,31098
01/07/21;09:40:00,779.3000000,787.8700000,779.3000000,786.6800000,44120
01/07/21;09:45:00,787.0200000,792.7900000,786.9200000,792.7100000,38363
01/07/21;09:50:00,791.2600000,791.8100000,786.0000000,786.4800000,19533
01/07/21;09:55:00,785.6500000,789.6900000,785.0300000,789.2500000,17155
01/07/21;10:00:00,789.2400000,790.5500000,786.2500000,786.7500000,11889
01/07/21;10:05:00,787.0200000,792.0000000,785.8000000,791.6600000,16485
01/07/21;10:10:00,791.6000000,794.0000000,791.2000000,792.0300000,14023
01/07/21;10:15:00,791.9300000,792.1900000,787.1700000,789.2900000,10627
01/07/21;10:20:00,789.0600000,789.4800000,786.6500000,786.7200000,11017
01/07/21;10:25:00,787.6900000,792.3100000,787.6900000,792.0000000,11358
01/07/21;10:30:00,792.1800000,792.7000000,788.8900000,789.2000000,11352
01/07/21;10:35:00,788.8100000,793.5000000,788.8100000,792.8700000,14163
01/07/21;10:40:00,793.1400000,795.8200000,792.7700000,795.6400000,32417
01/07/21;10:45:00,795.4250000,796.9800000,794.4200000,795.7900000,24060
01/07/21;10:50:00,795.7800000,798.0000000,795.5000000,796.8300000,28455
01/07/21;10:55:00,797.5000000,799.7500000,796.6000000,799.6100000,32303
01/07/21;11:00:00,799.6800000,801.0000000,795.5600000,797.2900000,42234
01/07/21;11:05:00,797.2400000,799.8600000,797.2400000,799.2200000,12529
01/07/21;11:10:00,799.0300000,800.2700000,797.5050000,798.5600000,17715
01/07/21;11:15:00,799.2300000,801.7700000,797.9500000,798.5400000,21725
01/07/21;11:20:00,799.3100000,802.9200000,798.9200000,801.4200000,25322
01/07/21;11:25:00,801.6700000,807.3700000,801.6200000,806.0000000,23218
01/07/21;11:30:00,806.5800000,808.5700000,805.0000000,807.1900000,21598
01/07/21;11:35:00,807.8700000,807.8700000,804.3000000,804.5400000,16062
01/07/21;11:40:00,805.1000000,805.7900000,802.8500000,805.7500000,13979
01/07/21;11:45:00,805.2700000,805.2700000,801.1600000,804.2100000,19174
01/07/21;11:50:00,803.8000000,804.5200000,802.0000000,803.8000000,8021
01/07/21;11:55:00,804.0000000,804.7200000,801.4900000,801.7400000,8926
01/07/21;12:00:00,801.2100000,801.2100000,797.7800000,798.4700000,10792
01/07/21;12:05:00,798.4700000,802.4400000,798.4700000,802.4400000,10637
01/07/21;12:10:00,802.6100000,802.7900000,799.0100000,800.6000000,5821
01/07/21;12:15:00,800.1300000,802.2800000,799.4000000,799.4700000,6533
01/07/21;12:20:00,799.3700000,801.5000000,798.9650000,799.7900000,6426
01/07/21;12:25:00,799.9800000,801.8900000,799.5000000,801.5900000,7563
01/07/21;12:30:00,801.0300000,801.0300000,799.2000000,799.9200000,4752
01/07/21;12:35:00,799.3900000,801.5000000,799.3900000,801.5000000,4267
01/07/21;12:40:00,801.2800000,801.4300000,798.8700000,800.0000000,8320
01/07/21;12:45:00,800.0200000,800.6600000,798.0000000,798.7400000,11005
01/07/21;12:50:00,798.8400000,800.7500000,798.8400000,799.3100000,9950
01/07/21;12:55:00,798.8000000,800.0400000,798.8000000,799.6900000,7020
01/07/21;13:00:00,799.8200000,799.9900000,799.0300000,799.0300000,1680
01/07/21;13:05:00,799.1900000,800.5300000,799.1900000,799.7400000,4972
01/07/21;13:10:00,799.0000000,799.0000000,795.5300000,795.9200000,15209
01/07/21;13:15:00,795.9700000,798.4100000,795.7800000,798.3300000,6324
01/07/21;13:20:00,798.4400000,800.5000000,798.2250000,799.5100000,7652
01/07/21;13:25:00,799.6300000,799.8300000,799.1400000,799.6800000,2670
01/07/21;13:30:00,799.7900000,800.0900000,799.1000000,799.6200000,4244
01/07/21;13:35:00,799.5000000,804.8800000,799.5000000,804.8800000,17177
01/07/21;13:40:00,805.0000000,805.7000000,803.3900000,803.5400000,14355
01/07/21;13:45:00,803.6900000,804.5600000,803.5500000,803.7600000,4162
01/07/21;13:50:00,803.5000000,803.9400000,802.0000000,802.0000000,2405
01/07/21;13:55:00,801.5800000,803.6200000,801.5800000,803.5600000,4786
01/07/21;14:00:00,803.5500000,805.5000000,803.5300000,805.1250000,12028
01/07/21;14:05:00,805.3450000,805.5900000,804.5000000,805.5300000,6420
01/07/21;14:10:00,806.0000000,808.1600000,806.0000000,806.0000000,12589
01/07/21;14:15:00,806.1600000,806.5500000,804.9000000,806.1300000,5428
01/07/21;14:20:00,806.5500000,807.5000000,806.1350000,807.2000000,9172
01/07/21;14:25:00,807.1100000,810.0000000,806.5400000,808.8900000,17606
01/07/21;14:30:00,808.8400000,809.7600000,808.3200000,809.7600000,10979
01/07/21;14:35:00,809.7800000,812.6500000,808.9300000,811.3100000,20937
01/07/21;14:40:00,811.0500000,811.4400000,809.4300000,809.8900000,12108
01/07/21;14:45:00,809.5000000,810.1800000,808.7000000,809.5500000,10874
01/07/21;14:50:00,809.6000000,809.8900000,808.0000000,809.3700000,10711
01/07/21;14:55:00,808.9500000,808.9500000,807.0000000,807.8600000,8180
01/07/21;15:00:00,807.5200000,808.3900000,806.5000000,807.0000000,5662
01/07/21;15:05:00,806.9400000,811.0000000,806.5000000,810.7000000,17608
01/07/21;15:10:00,810.7100000,812.0000000,810.4800000,810.4800000,17138
01/07/21;15:15:00,810.1100000,810.6600000,807.9300000,808.9000000,6985
01/07/21;15:20:00,809.4800000,811.3600000,808.9500000,810.0000000,8890
01/07/21;15:25:00,809.7900000,810.9600000,809.3300000,810.6500000,5310
01/07/21;15:30:00,810.9100000,811.6500000,810.1300000,811.6500000,6997
01/07/21;15:35:00,811.5300000,811.9900000,811.0000000,811.6600000,10363
01/07/21;15:40:00,811.8100000,812.1500000,810.5000000,810.9400000,7161
01/07/21;15:45:00,810.9800000,811.3300000,810.3400000,810.4200000,10472
01/07/21;15:50:00,810.5100000,811.5000000,810.0000000,811.3600000,12633
01/07/21;15:55:00,811.4000000,816.9900000,811.4000000,815.9300000,40091
01/07/21;16:00:00,816.3400000,816.9000000,815.4100000,816.3700000,25057
01/08/21;09:35:00,856.2300000,856.2300000,844.0000000,850.0200000,62623
01/08/21;09:40:00,850.2800000,854.2000000,838.9600000,839.3100000,54176
01/08/21;09:45:00,839.0000000,851.0000000,838.5000000,847.8300000,37530
01/08/21;09:50:00,847.0700000,848.9200000,842.1100000,846.2600000,20859
01/08/21;09:55:00,845.7900000,852.4500000,845.5700000,851.1600000,29385
01/08/21;10:00:00,849.7800000,854.7200000,846.6300000,851.9700000,19990
01/08/21;10:05:00,852.0800000,863.5300000,852.0500000,863.5300000,43416
01/08/21;10:10:00,864.8900000,865.9600000,860.0000000,860.2700000,27470
01/08/21;10:15:00,860.0000000,867.5900000,859.9800000,866.6800000,24541
01/08/21;10:20:00,866.4800000,875.2600000,866.3800000,873.5550000,40966
01/08/21;10:25:00,874.1900000,874.4400000,867.0000000,868.1400000,28902
01/08/21;10:30:00,869.3500000,871.2700000,856.8500000,856.8500000,42114
01/08/21;10:35:00,859.3900000,865.9800000,858.5800000,863.1000000,22086
01/08/21;10:40:00,862.4000000,866.7200000,857.0900000,865.8300000,26726
01/08/21;10:45:00,866.0200000,872.4500000,866.0200000,871.0000000,27658
01/08/21;10:50:00,871.0800000,874.7500000,869.1100000,872.9600000,38233
01/08/21;10:55:00,872.9100000,873.2000000,868.8000000,870.8600000,19547
01/08/21;11:00:00,872.0000000,879.0000000,872.0000000,877.5300000,37392
01/08/21;11:05:00,878.5000000,880.0000000,873.4100000,879.2600000,21971
01/08/21;11:10:00,879.6300000,884.4900000,877.8600000,883.7400000,39265
01/08/21;11:15:00,883.4300000,884.1700000,879.4900000,881.0000000,18817
01/08/21;11:20:00,881.4700000,882.0300000,875.8500000,877.0300000,28537
01/08/21;11:25:00,877.2000000,882.8500000,877.1100000,881.9800000,12869
01/08/21;11:30:00,881.7000000,883.0800000,878.0400000,881.1400000,18087
01/08/21;11:35:00,882.4800000,883.8200000,877.3700000,879.0500000,19282
01/08/21;11:40:00,879.3800000,882.3000000,879.3800000,880.1100000,11164
01/08/21;11:45:00,880.9500000,881.2600000,877.3400000,877.5500000,17567
01/08/21;11:50:00,879.6400000,879.6400000,871.0000000,875.1900000,23618
01/08/21;11:55:00,874.8200000,876.0700000,872.0000000,875.9700000,16048
01/08/21;12:00:00,876.3300000,877.0000000,871.7500000,873.8200000,10322
01/08/21;12:05:00,874.1200000,874.3500000,869.1100000,870.4500000,19282
01/08/21;12:10:00,870.3400000,877.4500000,869.8000000,876.7100000,23109
01/08/21;12:15:00,876.5500000,879.4100000,876.5300000,878.8200000,11308
01/08/21;12:20:00,878.7400000,879.1900000,877.4400000,878.9700000,11615
01/08/21;12:25:00,878.7500000,878.9800000,876.9400000,877.8200000,7258
01/08/21;12:30:00,878.8400000,879.4100000,877.4900000,879.1100000,5308
01/08/21;12:35:00,878.5000000,878.6200000,877.2500000,877.9300000,4754
01/08/21;12:40:00,878.5000000,882.0000000,878.2900000,881.6200000,24800
01/08/21;12:45:00,881.7400000,882.8200000,880.7500000,882.3300000,15410
01/08/21;12:50:00,882.3400000,882.3400000,875.9600000,877.5800000,14624
01/08/21;12:55:00,878.0000000,879.1300000,877.7700000,878.0300000,8198
01/08/21;13:00:00,878.9000000,878.9000000,876.1000000,877.1600000,4574
01/08/21;13:05:00,876.9400000,876.9400000,873.0000000,873.3300000,11815
01/08/21;13:10:00,873.0000000,876.6800000,872.9000000,876.6800000,7504
01/08/21;13:15:00,876.6000000,876.7850000,874.4400000,875.0700000,5433
01/08/21;13:20:00,875.1800000,875.2300000,871.5400000,872.8300000,18124
